Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);Absolute acceleration (m/s^2)
10,71575287;-0,425000012;0,419;-0,934000015;1,108396156
10,72078612;-0,414000005;0,404000014;-0,964999974;1,125094203
10,72581935;-0,425999999;0,381999999;-0,949000001;1,108152066
10,73085278;-0,476000011;0,32100001;-0,953000009;1,112576305
10,73588609;-0,510999978;0,338999987;-1,004999995;1,17731345
10,74091931;-0,495000005;0,305000007;-0,867999971;1,044736311
10,74595254;-0,428000003;0,26699999;-0,772000015;0,922202266
10,75098601;-0,397000015;0,330000013;-0,644999981;0,826156157
10,75601924;-0,305000007;0,375;-0,592999995;0,765048363
10,76105253;-0,243000001;0,57099998;-0,219999999;0,658399557
10,76608576;-0,196999997;0,467000008;-0,071000002;0,511799772
10,77111899;-0,114;0,493000001;0,192000002;0,541210681
10,77615245;-0,120999999;0,510999978;0,541000009;0,753951581
10,78118576;-0,067000002;0,507000029;0,624000013;0,806792443
10,7862189;-0,064000003;0,465000004;0,708000004;0,8494616
10,79125221;-0,155000001;0,435000002;0,657000005;0,803056044
10,79628567;-0,234999999;0,333999991;0,67900002;0,792352208
10,80131867;-0,344000012;0,323000014;0,791999996;0,921915945
10,80635212;-0,34799999;0,430000007;0,586000025;0,805853603
10,81138535;-0,335999995;0,303000003;0,640999973;0,784592865
10,81641867;-0,36500001;0,296000004;0,564999998;0,734891833
10,8214519;-0,363000005;0,239999995;0,646000028;0,778899889
10,82648538;-0,25999999;0,126000002;0,556999981;0,627475079
10,83151861;-0,169;0,107000001;0,722000003;0,749195571
10,83655191;-0,136000007;0,024;0,774999976;0,787208337
10,84158514;-0,071999997;0,050000001;1,103000045;1,106477789
10,84661837;-0,043000001;-0,022;1,297000051;1,297899122
10,85165183;0,002;-0,046;1,417999983;1,418747318
10,85668506;-0,067000002;0,066;1,718000054;1,720572343
10,86171836;-0,156000003;-0,013;1,90199995;1,908430982
10,86675159;-0,122000001;-0,090000004;2,130000114;2,135388604
10,87178484;-0,128999993;-0,090000004;2,13499999;2,140786294
10,8768183;-0,151999995;-0,150999993;2,086999893;2,097968911
10,88185153;-0,101000004;-0,333999991;2,007999897;2,038092388
10,88688484;-0,028000001;-0,326000005;1,88499999;1,913187123
10,89191829;-0,033;-0,256999999;1,881000042;1,898762533
10,89695153;0,008;-0,180999994;1,800999999;1,810090051
10,90198455;0,157000005;-0,090999998;1,697000027;1,706674864
10,90701802;0,201000005;0,005;1,656000018;1,668161282
10,91205135;0,374000013;0,133000001;1,588000059;1,636859553
10,91708458;0,47299999;0,160999998;1,557999969;1,636158272
10,92211805;0,57099998;0,234999999;1,468000054;1,592573432
10,92715128;0,74000001;0,247999996;1,411000013;1,612459317
10,93218458;0,920000017;0,312999994;1,544999957;1,825210644
10,93721781;1;0,221000001;1,449000001;1,774384965
10,94225108;1,113000035;0,256999999;1,537999988;1,915792797
10,94728454;1,123999953;0,165999994;1,49000001;1,873774779
10,95231778;1,154999971;0,004;1,547999978;1,931410072
10,95735101;1,100000024;-0,027000001;1,575000048;1,921289724
10,96238434;1,121999979;-0,048999999;1,674999952;2,016658075
10,96741757;0,940999985;-0,150999993;1,641000032;1,897673069
10,97245079;0,95599997;-0,240999997;1,61500001;1,892152735
10,97748433;0,925999999;-0,319999993;1,631999969;1,903496754
10,98251756;0,898999989;-0,397000015;1,639999986;1,911912641
10,98755079;0,694999993;-0,523000002;1,682999969;1,894476943
10,99258421;0,497999996;-0,68900001;1,521999955;1,743332692
10,99761721;0,36500001;-0,787999988;1,286999941;1,552590685
11,00265066;0,303000003;-0,890999973;1,162999988;1,496081189
11,00768397;0,093999997;-0,992999971;1,072999954;1,464996192
11,01271716;0,009;-1,041000009;0,899999976;1,376140245
11,01775046;-0,147;-1,187999964;0,697000027;1,385193832
11,02278391;-0,144999996;-1,172000051;0,61500001;1,331478174
11,02781715;-0,282000005;-1,19599998;0,402999997;1,293193316
11,03285049;-0,310000002;-1,243999958;0,287999988;1,31399387
11,03788372;-0,340999991;-1,218999982;0,016000001;1,26589808
11,04291716;-0,307999998;-1,200000048;-0,207000002;1,256070505
11,0479504;-0,289000005;-1,078999996;-0,503000021;1,225059597
11,05298363;-0,279000014;-0,994000018;-0,65200001;1,221057352
11,05801686;-0,206;-0,875;-0,605000019;1,083552501
11,06305017;-0,126000002;-0,768999994;-0,717000008;1,058926816
11,06808342;0,01;-0,522000015;-0,762000024;0,923703444
11,07311689;0,180999994;-0,490999997;-0,601000011;0,796895858
11,07815016;0,377000004;-0,308999985;-0,435000002;0,653326102
11,0831834;0,444999993;-0,221000001;-0,272000015;0,566436229
11,08821663;0,601999998;-0,107000001;-0,192000002;0,640872061
11,09325009;0,651000023;-0,089000002;0,001;0,657056337
11,09828332;0,620999992;-0,013;0,082000002;0,626525331
11,10331664;0,657000005;-0,043000001;0,104000002;0,666568832
11,10834979;0,640999973;-0,050000001;0,248999998;0,689479488
11,1133831;0,588999987;-0,028999999;0,264999986;0,646519123
11,11841633;0,623000026;-0,050000001;0,456;0,773669847
11,12344979;0,574000001;-0,145999998;0,501999974;0,776399365
11,12848302;0,575999975;-0,180000007;0,597000003;0,848872769
11,13351633;0,526000023;-0,31099999;0,633000016;0,879821594
11,13854979;0,486000001;-0,349999994;0,335000008;0,686236842
11,14358302;0,405000001;-0,43900001;0,289000005;0,663526196
11,14861625;0,298000008;-0,526000023;-0,059;0,607421624
11,15364947;0,263999999;-0,550000012;-0,210999995;0,645536219
11,15868277;0,195999995;-0,591000021;-0,523999989;0,813801579
11,16371601;0,119999997;-0,60799998;-0,629999995;0,883721658
11,16874924;0,026000001;-0,677999973;-0,782000005;1,035318295
11,1737827;0,004;-0,651000023;-0,99000001;1,184870056
11,17881593;0,029999999;-0,643999994;-0,910000026;1,115229142
11,18384926;0,178000003;-0,699999988;-0,964999974;1,205366722
11,18888272;0,275999993;-0,578999996;-0,834999979;1,052920679
11,19391595;0,419999987;-0,605000019;-0,740999997;1,044751649
11,19894926;0,550000012;-0,623000026;-0,623000026;1,038632792
11,20398239;0,577000022;-0,545000017;-0,689999998;1,051691038
11,20901569;0,660000026;-0,529999971;-0,488000005;0,977058857
11,21404895;0,779999971;-0,477999985;-0,314999998;0,967527229
11,21908241;0,726000011;-0,414999992;-0,331999987;0,899736073
11,22411563;0,694999993;-0,365999997;-0,296999991;0,839755906
11,22914894;0,685000002;-0,347000003;-0,476000011;0,903443421
11,23418219;0,773000002;-0,379999995;-0,513000011;1,002545765
11,23921566;0,764999986;-0,444999993;-0,592999995;1,065316369
11,24424889;0,787;-0,349999994;-0,749000013;1,141433316
11,24928221;0,783999979;-0,379999995;-0,952000022;1,290488282
11,25431544;0,824000001;-0,34799999;-1,003000021;1,343908121
11,25934888;0,815999985;-0,25999999;-1,123999953;1,413093014
11,26438188;0,750999987;-0,287;-1,26699996;1,500552858
11,26941534;0,802999973;-0,216000006;-1,264000058;1,512997391
11,27444865;0,799000025;-0,165999994;-1,333999991;1,563813612
11,27948186;0,759000003;-0,144999996;-1,501999974;1,689115131
11,28451509;0,787;-0,028999999;-1,516000032;1,708351866
11,28954854;0,773999989;0,165999994;-1,675999999;1,853539311
11,29458177;0,763000011;0,191;-1,753999949;1,922281415
11,29961507;0,768000007;0,324000001;-1,883999944;2,060159168
11,3046483;0,748000026;0,425999999;-1,768000007;1,966419096
11,30968178;0,712000012;0,476000011;-1,855999947;2,044078235
11,31471501;0,787;0,497999996;-1,911000013;2,12586313
11,31974821;0,748000026;0,583000004;-1,924999952;2,145930535
11,32478144;0,769999981;0,640999973;-1,871000051;2,122362393
11,32981478;0,792999983;0,546999991;-1,76699996;2,012547346
11,33484801;0,742999971;0,578000009;-1,722000003;1,962502733
11,33988147;0,698000014;0,5;-1,597000003;1,813177605
11,34491478;0,677999973;0,400000006;-1,407999992;1,613117462
11,349948;0,611000001;0,312000006;-1,192000031;1,375328717
11,35498123;0,726000011;0,211999997;-0,986000001;1,242664886
11,36001446;0,666999996;0,196999997;-0,603999972;0,921148175
11,36504792;0,697000027;0,063000001;-0,398000002;0,805097534
11,37008114;0,658999979;0,059;-0,163000003;0,681418354
11,37511445;0,731000006;-0,092;0,150999993;0,752081117
11,38014766;0,69599998;0,007;0,178000003;0,718435086
11,38518112;0,68900001;-0,021;0,467999995;0,833178258
11,39021435;0,569999993;-0,055;0,578999996;0,81435004
11,39524758;0,504999995;-0,041000001;0,838999987;0,980115796
11,40028089;0,460999995;0,057999998;0,861999989;0,97924919
11,40531413;0,386000007;0,013;0,944999993;1,02087707
11,41034759;0,351999998;0,007;1,039000034;1,097029658
11,41538087;0,298999995;0,039000001;1,055999994;1,098206713
11,42041402;0,308999985;0,059999999;1,197999954;1,238662537
11,42544732;0,263999999;0,015;1,218999982;1,247349973
11,43048055;0,330000013;0,008;1,27699995;1,318974178
11,43551405;0,451000005;0,050999999;1,424000025;1,49458291
11,44054728;0,453000009;0,090999998;1,338999987;1,41647837
11,4455806;0,492000014;0,068999998;1,444000006;1,527075974
11,45061383;0,519999981;0,098999999;1,427999973;1,522952693
11,45564729;0,620999992;0,193000004;1,476999998;1,613821237
11,46068052;0,614000022;0,328000009;1,480999947;1,636441528
11,46571382;0,637000024;0,495000005;1,554999948;1,751804462
11,47074702;0,532999992;0,588;1,49000001;1,688174464
11,47578048;0,372999996;0,842000008;1,248999953;1,551803432
11,48081373;0,321999997;0,841000021;1,075000048;1,402351645
11,48584696;0,214000002;0,920000017;0,899999976;1,304682332
11,49088022;0,115000002;1,105999947;0,762000024;1,348000341
11,49591353;0,123000003;1,200999975;0,630999982;1,362237468
11,50094699;0,063000001;1,105000019;0,526000023;1,225426483
11,50598022;0,021;1,287999988;0,246000007;1,31144995
11,51101346;-0,02;1,347000003;0,224000007;1,36564454
11,51604677;0,035999998;1,478000045;0,229000002;1,496068559
11,52108;0,075999998;1,424000025;0,236000001;1,445423146
11,52611346;0,075999998;1,578999996;0,303000003;1,609604296
11,53114669;0,125;1,485999942;0,421000004;1,549536005
11,53618;0,224999994;1,409000039;0,684000015;1,582328072
11,54121347;0,248999998;1,33099997;0,991999984;1,678578532
11,54624647;0,351000011;1,162999988;1,230000019;1,728777032
11,55127969;0,510999978;0,898000002;1,736999989;2,021062577
11,55631316;0,633000016;0,76700002;2,326999903;2,53059412
11,56134646;0,612999976;0,5;2,60800004;2,725331756
11,5663797;0,714999974;0,354999989;3,075999975;3,177896443
11,5714131;0,735000014;0,126000002;3,604000092;3,68034206
11,57644633;0,611000001;-0,016000001;3,834000111;3,882413405
11,58147965;0,560000002;-0,174999997;4,212999821;4,253656367
11,58651288;0,395000011;-0,270000011;4,340000153;4,366294349
11,59154612;0,114;-0,395000011;4,164999962;4,185241414
11,59657958;-0,112000003;-0,481999993;4,001999855;4,03247701
11,60161281;-0,344000012;-0,504000008;3,637000084;3,687834273
11,60664605;-0,512000024;-0,646000028;3,125;3,231885682
11,61167936;-0,653999984;-0,628000021;2,530999899;2,688505253
11,61671259;-0,832000017;-0,577000022;2,180000067;2,403654165
11,62174607;-0,93900001;-0,522000015;1,649999976;1,96893498
11,6267793;-0,995000005;-0,418000013;1,207000017;1,619134973
11,63181256;-0,985000014;-0,365999997;0,846000016;1,349035601
11,63684586;-1,05400002;-0,328999996;0,537;1,22781352
11,64187929;-0,913999975;-0,219999999;0,342999995;1,000722214
11,64691252;-0,896000028;-0,081;0,079000004;0,903115746
11,65194574;-0,832000017;-0,048999999;-0,077;0,836991056
11,65697905;-0,699000001;0,029999999;-0,035;0,70051838
11,66201227;-0,588;0,128999993;0,026000001;0,602545432
11,66704573;-0,430999994;0,231999993;0,224000007;0,538294524
11,67207895;-0,254999995;0,237000003;0,244000003;0,425123512
11,67711218;-0,160999998;0,134000003;0,409999996;0,460409597
11,68214548;-0,057999998;0,01;0,497999996;0,501465847
11,68717871;-0,028999999;-0,041999999;0,537999988;0,540415568
11,69221216;0,021;-0,202000007;0,601000011;0,63438633
11,69724539;-0,029999999;-0,312999994;0,653999984;0,72566175
11,70227869;-0,108000003;-0,405999988;0,662999988;0,784900615
11,70731214;-0,079999998;-0,541999996;0,435000002;0,699563433
11,71234514;-0,083999999;-0,619000018;0,381000012;0,731695313
11,71737837;-0,144999996;-0,801999986;0,175999999;0,833789528
11,72241184;-0,284000009;-0,901000023;-0,017000001;0,944852394
11,72744515;-0,419999987;-0,967999995;-0,216000006;1,077070091
11,73247838;-0,526000023;-0,978999972;-0,418000013;1,187367248
11,73751184;-0,638999999;-1,04400003;-0,637000024;1,379864519
11,74254507;-0,776000023;-1,154000044;-0,878000021;1,644620374
11,7475784;-0,876999974;-1,192999959;-1,034999967;1,806544433
11,75261163;-1,039000034;-1,246000051;-1,200000048;2,017928967
11,75764486;-1,044999957;-1,376000047;-1,27699995;2,148518074
11,76267831;-1,082000017;-1,396999955;-1,386999965;2,246353003
11,76771162;-1,154000044;-1,511999965;-1,394000053;2,358197647
11,77274477;-1,157999992;-1,373000026;-1,606999993;2,410091706
11,77777807;-1,26699996;-1,425999999;-1,588000059;2,482037285
11,78281129;-1,328999996;-1,457999945;-1,575000048;2,524406857
11,78784475;-1,246000051;-1,389999986;-1,654999971;2,494722629
11,79287805;-1,330000043;-1,437000036;-1,70599997;2,596979999
11,79791128;-1,296000004;-1,376999974;-1,669999957;2,522824765
11,80294449;-1,136000037;-1,282999992;-1,748999953;2,448588553
11,80797795;-1,131000042;-1,225999951;-1,715999961;2,393092736
11,81301118;-1,093000054;-1,126000047;-1,684000015;2,301821295
11,81804449;-1,078999996;-1,080000043;-1,692999959;2,279668824
11,82307773;-1,029999971;-1,037999988;-1,687000036;2,23255751
11,82811096;-0,921000004;-1,003999949;-1,68900001;2,170017958
11,83314441;-0,903999984;-0,912999988;-1,657999992;2,097557848
11,83817764;-0,824999988;-0,848999977;-1,679999948;2,055194824
11,84321084;-0,744000018;-0,813000023;-1,694000006;2,020925799
11,84824415;-0,717000008;-0,796999991;-1,60800004;1,93260501
11,8532774;-0,625;-0,690999985;-1,467000008;1,737870824
11,85831086;-0,504000008;-0,61500001;-1,312000036;1,534139862
11,86334415;-0,421999991;-0,505999982;-1,284000039;1,44318262
11,86837738;-0,284000009;-0,476999998;-1,317000031;1,429221497
11,87341085;-0,291999996;-0,354000002;-1,256000042;1,337204586
11,87844385;-0,221000001;-0,284999996;-1,256000042;1,306752503
11,88347731;-0,187000006;-0,138999999;-1,128999949;1,152792646
11,88851065;-0,186000004;-0,136000007;-1,179999948;1,202286106
11,8935438;-0,074000001;-0,044;-1,128000021;1,131280711
11,89857711;-0,116999999;-0,048999999;-1,200999975;1,207679982
11,90361056;-0,221000001;0,056000002;-0,999000013;1,024684354
11,90864379;-0,173999995;0,07;-0,998000026;1,015470359
11,91367708;-0,25;0,172999993;-0,819999993;0,874545016
11,91871031;-0,419;0,178000003;-0,825999975;0,943144188
11,92374354;-0,342999995;0,202999994;-0,773999989;0,870594037
11,928777;-0,458999991;0,182999998;-0,774999976;0,919127279
11,93381032;-0,449000001;0,223000005;-0,700999975;0,861818408
11,93884348;-0,477999985;0,201000005;-0,694999993;0,867127429
11,94387679;-0,578000009;0,187999994;-0,625;0,87181019
11,94891025;-0,596000016;0,159999996;-0,638999999;0,888333843
11,95394347;-0,588999987;0,162;-0,606000006;0,860465567
11,9589767;-0,612999976;0,144999996;-0,453999996;0,776472772
11,96401001;-0,591000021;0,067000002;-0,446999997;0,744028912
11,96904324;-0,501999974;0,093000002;-0,234999999;0,562030225
11,9740767;-0,492000014;0,134000003;-0,041999999;0,511648331
11,97910994;-0,456;0,202999994;0,123000003;0,514075869
11,98414325;-0,435000002;0,165000007;0,324999988;0,567516516
11,98917648;-0,377000004;0,129999995;0,407999992;0,570519934
11,99420994;-0,423999995;0,136999995;0,465999991;0,644748777
11,99924314;-0,381999999;0,194000006;0,575999975;0,71786905
12,00427637;-0,407999992;0,128000006;0,550999999;0,697458955
12,00930963;-0,500999987;0,143999994;0,50999999;0,729271538
12,01434293;-0,5;0,266000003;0,536000013;0,779776901
12,0193764;-0,555999994;0,268999994;0,547999978;0,825712399
12,02440963;-0,474000007;0,423999995;0,558000028;0,84605912
12,02944294;-0,513999999;0,476000011;0,505999982;0,864180532
12,03447614;-0,370000005;0,51700002;0,495000005;0,805738189
12,0395096;-0,409000009;0,532999992;0,490999997;0,832136405
12,04454286;-0,229000002;0,556999981;0,409000009;0,727991063
12,04957609;-0,107000001;0,637000024;0,319000006;0,720401995
12,05460941;0,109999999;0,625999987;0,35800001;0,72947926
12,05964264;0,186000004;0,778999984;0,39199999;0,891684344
12,06467586;0,360000014;0,643000007;0,321999997;0,804197126
12,06970932;0,456999987;0,635999978;0,43599999;0,896348677
12,07474255;0,460999995;0,765999973;0,638000011;1,09832644
12,07977588;0,523999989;0,675000012;0,889999986;1,233815618
12,08480934;0,497999996;0,698000014;0,941999972;1,273802168
12,08984257;0,596000016;0,736000001;1,187000036;1,518512794
12,0948758;0,518000007;0,731000006;1,327000022;1,601129
12,09990913;0,565999985;0,809000015;1,468999982;1,769971173
12,10494228;0,421000004;0,750999987;1,536000013;1,760834468
12,10997581;0,432999998;0,688000023;1,504999995;1,710513963
12,11500904;0,338;0,680999994;1,421000004;1,611597345
12,12004227;0,404000014;0,61500001;1,407999992;1,58868027
12,12507558;0,430000007;0,577000022;1,253999949;1,445802512
12,13010884;0,344999999;0,563000023;1,16900003;1,342592676
12,13514207;0,414999992;0,513000011;1,077999949;1,263913722
12,14017553;0,368999988;0,558000028;1,233999968;1,403666963
12,14520884;0,372999996;0,694999993;1,161000013;1,403593609
12,15024209;0,356000006;0,737999976;1,212000012;1,46298462
12,15527555;0,465000004;0,808000028;1,337000012;1,62992579
12,16030878;0,512000024;0,824000001;1,470999956;1,762089923
12,16534201;0,800999999;0,829999983;1,613999963;1,983808673
12,17037529;0,989000022;0,836000025;1,878000021;2,281206077
12,17540859;1,149999976;0,800000012;2,062999964;2,493685789
12,18044183;1,294999957;0,666000009;2,243000031;2,674253174
12,18547507;1,421000004;0,583000004;2,463999987;2,90351958
12,19050853;1,457999945;0,550000012;2,655999899;3,079382944
12,19554183;1,50999999;0,432999998;3,017999887;3,402339238
12,20057508;1,532999992;0,340999991;3,089999914;3,46618947
12,20560855;1,442000031;0,217999995;3,118999958;3,443116151
12,21064177;1,307999969;0,079999998;3,289000034;3,54044985
12,215675;1,246999979;-0,098999999;3,275000095;3,505771751
12,22070833;1,093999982;-0,231000006;3,072000027;3,269156027
12,22574156;0,963;-0,416000009;2,924000025;3,10647729
12,23077479;0,726000011;-0,504999995;2,650000095;2,793671691
12,23580825;0,540000021;-0,698000014;2,197999954;2,368545512
12,24084154;0,32100001;-0,725000024;1,835999966;1,999890476
12,24587477;0,224999994;-0,796000004;1,552000046;1,758677101
12,25090824;0,022;-0,698000014;1,213999987;1,400529895
12,25594147;-0,037;-0,811999977;0,836000025;1,166022729
12,26097469;-0,107000001;-0,787;0,615999997;1,005123871
12,266008;-0,152999997;-0,737999976;0,358999997;0,834825707
12,27104124;-0,165000007;-0,629999995;0,108999997;0,660307501
12,2760747;-0,158000007;-0,573000014;-0,096000001;0,602087218
12,28110792;-0,105999999;-0,592999995;-0,180000007;0,628716944
12,28614115;0,143000007;-0,504999995;-0,354999989;0,633639479
12,29117443;0,301999986;-0,331;-0,289000005;0,533184766
12,29620767;0,533999979;-0,256999999;-0,145999998;0,610344966
12,30124114;0,708000004;-0,156000003;0,022;0,725316488
12,30627445;0,879999995;-0,171000004;0,066;0,898886529
12,31130768;0,948000014;-0,093999997;0,358999997;1,018047653
12,31634114;1,065000057;-0,033;0,630999982;1,238335617
12,32137438;1,152999997;0,007;0,651000023;1,324106878
12,32640761;1,190999985;-0,127000004;0,852999985;1,47044855
12,33144092;1,118999958;-0,244000003;0,976999998;1,505398918
12,33647416;1,110999942;-0,326000005;0,898999989;1,465877844
12,34150762;1,014000058;-0,527999997;0,796000004;1,393052806
12,34654082;0,926999986;-0,670000017;0,70599997;1,344122374
12,35157406;0,714999974;-0,888000011;0,600000024;1,288320229
12,35660739;0,63499999;-0,94599998;0,264999986;1,169771748
12,36164062;0,421999991;-0,999000013;-0,027000001;1,084810591
12,36667385;0,381999999;-1,042000055;-0,231000006;1,13360007
12,37170731;0,179000005;-1,047000051;-0,428000003;1,145178637
12,37674054;0,064999998;-0,940999985;-0,652999997;1,14722054
12,38177386;-0,024;-0,911000013;-1,024999976;1,371540001
12,38680732;-0,145999998;-0,906000018;-1,251999974;1,55230666
12,39184031;-0,090000004;-0,866999984;-1,228999972;1,506728212
12,39687377;-0,07;-0,76700002;-1,473999977;1,663088982
12,40190707;-0,050999999;-0,742999971;-1,534000039;1,705229039
12,40694053;0,07;-0,702000022;-1,493999958;1,652192454
12,41197353;0,041000001;-0,788999975;-1,554999948;1,744198038
12,41700701;0,041999999;-0,809000015;-1,559000015;1,7569081
12,42204024;0,01;-0,833000004;-1,355999947;1,591453695
12,42707354;0,127000004;-0,839999974;-1,129999995;1,413728739
12,43210677;0,187999994;-0,925000012;-1,031999946;1,398568163
12,43714023;0,191;-0,930999994;-1,057999969;1,422183505
12,44217345;0,273000002;-0,927999973;-0,811999977;1,262955626
12,44720676;0,280000001;-0,843999982;-0,762000024;1,171059353
12,45223997;0,407999992;-0,788999975;-0,652999997;1,102449069
12,4572732;0,540000021;-0,639999986;-0,61500001;1,038953809
12,46230643;0,628000021;-0,537999988;-0,68900001;1,076359154
12,46733989;0,699000001;-0,446999997;-0,680000007;1,072758131
12,4723731;0,818000019;-0,282999992;-0,702000022;1,11445819
12,47740641;0,987999976;-0,181999996;-0,755999982;1,257300252
12,48243985;1,098999977;-0,064999998;-0,848999977;1,390261454
12,48747308;1,231999993;0,105999999;-0,768999994;1,456166534
12,49250641;1,309000015;0,335999995;-0,720000029;1,531266495
12,49753964;1,386000037;0,361999989;-0,850000024;1,665695091
12,50257287;1,554999948;0,483999997;-0,861000001;1,842173129
12,50760633;1,646999955;0,56400001;-0,896000028;1,957937924
12,51263958;1,638000011;0,639999986;-0,82099998;1,940794937
12,51767274;1,61500001;0,688000023;-0,978999972;2,009977614
12,52270604;1,621000051;0,671999991;-1,123000026;2,083351678
12,52773927;1,44599998;0,662;-1,128000021;1,949754854
12,53277273;1,281999946;0,712000012;-1,144999981;1,860508757
12,53780603;1,072999954;0,654999971;-1,299999952;1,808411939
12,54283926;0,936999977;0,559000015;-1,187999964;1,613007715
12,54787247;0,653999984;0,460999995;-1,174000025;1,420743831
12,55290593;0,442000002;0,213;-1,095000029;1,199899189
12,55793916;0,277999997;0,137999997;-1,07099998;1,115064552
12,56297244;0,059;-0,101999998;-0,996999979;1,00393922
12,56800567;-0,048999999;-0,34799999;-0,824000001;0,895813035
12,57303915;-0,219999999;-0,363999993;-0,628000021;0,758472162
12,57807238;-0,268000007;-0,523000002;-0,335999995;0,676940915
12,58310561;-0,326999992;-0,662999988;-0,135000005;0,751480525
12,58813892;-0,294;-0,660000026;0,109999999;0,730846109
12,59317214;-0,391000003;-0,713999987;0,294;0,865513133
12,5982056;-0,391000003;-0,703000009;0,358999997;0,880892169
12,60323886;-0,432000011;-0,75;0,556999981;1,029258466
12,60827216;-0,446999997;-0,72299999;0,68900001;1,094193309
12,6133054;-0,43900001;-0,671999991;0,801999986;1,134684527
12,61833863;-0,499000013;-0,564999998;0,617999971;0,974756367
12,6233721;-0,421999991;-0,528999984;0,654999971;0,941780196
12,62840541;-0,449999988;-0,460999995;0,59799999;0,878990883
12,63343867;-0,518000007;-0,270999998;0,619000018;0,851425879
12,6384719;-0,395999998;-0,216999993;0,63499999;0,779185461
12,64350537;-0,340000004;-0,061000001;0,595000029;0,68800148
12,6485386;-0,266000003;0,071000002;0,735000014;0,784870704
12,65357183;-0,263000011;0,027000001;0,897000015;0,935150807
12,65860515;-0,118000001;0,122000001;0,93599999;0,951264412
12,66363861;-0,002;0,140000001;1,095000029;1,103915333
12,66867181;0,028999999;0,028999999;1,264999986;1,265664633
12,67370512;0,059;0,171000004;1,302000046;1,314506037
12,67873835;0,187999994;0,147;1,376999974;1,397527075
12,6837716;0,075999998;0,131999999;1,491000056;1,498759876
12,68880483;-0,014;0,100000001;1,398000002;1,401641896
12,69383839;-0,155000001;0,109999999;1,398000002;1,410861087
12,69887154;-0,367000014;0,214000002;1,297999978;1,365755818
12,70390485;-0,444999993;0,248999998;1,106999993;1,218800631
12,70893808;-0,657000005;0,261999995;0,869000018;1,120470452
12,71397154;-0,778999984;0,411000013;0,667999983;1,10543474
12,71900477;-0,876999974;0,296000004;0,453999996;1,03095148
12,72403807;-0,90200001;0,472000003;0,416999996;1,10012591
12,7290713;-0,765999973;0,583999991;0,180000007;0,979904052
12,73410477;-0,850000024;0,634000003;0,175999999;1,074910249
12,73913808;-0,70599997;0,787999988;0,104999997;1,063205031
12,74417121;-0,488999993;0,943000019;0,105999999;1,067523315
12,74920452;-0,289999992;1,029999971;0,340999991;1,123067643
12,75423775;-0,171000004;1,205000043;0,428000003;1,290135693
12,75927121;0,096000001;1,264000058;0,541999996;1,378650116
12,76430444;0,344000012;1,26699996;0,73299998;1,503633558
12,76933769;0,560000002;1,263000011;0,904999971;1,651603457
12,774371;0,76700002;1,162999988;1,347000003;1,937851132
12,77940444;0,779999971;1,067999959;1,539000034;2,029173471
12,78443767;0,939999998;0,89200002;1,898000002;2,29818799
12,789471;0,966000021;0,683000028;2,174999952;2,47593818
12,79450423;0,935000002;0,488000005;2,483999968;2,698633886
12,79953768;0,795000017;0,245000005;2,769000053;2,891264658
12,80457091;0,684000015;0,123000003;2,851999998;2,9354538
12,80960414;0,486000001;-0,159999996;2,914000034;2,958579423
12,81463737;0,321999997;-0,333000004;2,903000116;2,939724932
12,81967071;0,079000004;-0,43599999;2,717999935;2,753881014
12,82470417;-0,127000004;-0,522000015;2,539000034;2,595213708
12,82973742;-0,234999999;-0,493999988;2,279999971;2,34470912
12,83477073;-0,573000014;-0,535000026;1,855000019;2,013846845
12,83980396;-0,509000003;-0,444999993;1,498999953;1,644416874
12,84483719;-0,704999983;-0,333999991;1,082000017;1,333905922
12,84987065;-0,829999983;-0,263999999;0,783999979;1,171858327
12,85490388;-0,871999979;-0,173999995;0,573000014;1,057822753
12,85993718;-0,875999987;-0,066;0,365999997;0,951676402
12,86497033;-0,782000005;0,162;0,140000001;0,810782343
12,87000367;-0,745999992;0,082000002;0,059999999;0,752887766
12,87503713;-0,597000003;0,187000006;-0,007;0,625641276
12,88007036;-0,472000003;0,192000002;-0,021;0,509989219
12,88510367;-0,365999997;0,254999995;-0,002;0,446077342
12,89013716;-0,254000008;0,342999995;0,063000001;0,431432498
12,8951704;-0,238999993;0,307999998;0,122000001;0,408496017
12,90020374;-0,191;0,180000007;0,333000004;0,423992931
12,90523697;-0,187000006;0,004;0,493000001;0,527289297
12,91027019;-0,181999996;-0,123000003;0,568000019;0,608996733
12,91530366;-0,200000003;-0,131999999;0,476999998;0,53380989
12,92033689;-0,282000005;-0,384000003;0,568000019;0,741352835
12,92537012;-0,363000005;-0,549000025;0,51700002;0,836934317
12,93040335;-0,298999995;-0,588;0,572000027;0,873114555
12,93543664;-0,463999987;-0,671000004;0,558000028;0,988383035
12,9404701;-0,582000017;-0,726999998;0,556999981;1,085127641
12,94550333;-0,67900002;-0,883000016;0,486000001;1,215288467
12,95053656;-0,764999986;-1,041000009;0,412;1,355968287
12,95556987;-0,851999998;-1,121999979;0,214000002;1,424985597
12,96060308;-0,963;-1,215000033;0,027000001;1,550587979
12,96563654;-1,062000036;-1,31099999;-0,280000001;1,71025292
12,97066977;-1,243999958;-1,299000025;-0,584999979;1,891338662
12,97570302;-1,223999977;-1,368999958;-0,744000018;1,981381552
